planet_name,host_star_name,orbital_period_day,orbit_semi_major_axis_au,planet_rad_earth_rad,planet_rad_jup_rad,planet_mass_earth_mass,planet_mass_jup_mass,Eccentricity,planet_equil_temp_k,spectral_type,stellar_effective_temp_k,stellar_rad_solar_rad,stellar_mass_solar_mass,distance_parsec,stellar_surf_grav,declination_deg,discovery_method
OGLE-2012-BLG-0563L b,OGLE-2012-BLG-0563L,,2.52,,,121.5,0.39,,,,,,0.34,1300,,-27.712,Microlensing
OGLE-2012-BLG-0724L b,OGLE-2012-BLG-0724L,,1.6,,,150,0.47,,,M V,,,0.29,6700,,-29.8185278,Microlensing
OGLE-2012-BLG-0838L b,OGLE-2012-BLG-0838L,,4.43,,,53.1,0.167,,,,,,0.4,6320,,-25.7116111,Microlensing
OGLE-2012-BLG-0950L b,OGLE-2012-BLG-0950L,,2.575,,,30.83333333,0.096583333,,,M V,,,0.486666667,3258.333333,,-29.7315826,Microlensing
OGLE-2013-BLG-0102L b,OGLE-2013-BLG-0102L,,0.795,,,4250,13.5,,,,,,0.095,3095,,-31.6905833,Microlensing
OGLE-2013-BLG-0132L b,OGLE-2013-BLG-0132L,,3.6,,,92,0.29,,,,,,0.54,3900,,-28.4210281,Microlensing
OGLE-2013-BLG-0341L B b,OGLE-2013-BLG-0341L B,,0.7925,,,1.99,0.00626,,,,,,0.13,1036,,-29.8461111,Microlensing
OGLE-2013-BLG-0911L b,OGLE-2013-BLG-0911L,,9.185,,,3085,9.715,,,,,,0.285,3185,,-29.2538333,Microlensing
OGLE-2013-BLG-1721L b,OGLE-2013-BLG-1721L,,2.6,,,200,0.64,,,,,,0.46,6300,,-30.2926941,Microlensing
OGLE-2013-BLG-1761L b,OGLE-2013-BLG-1761L,,1.8,,,860,2.7,,,,,,0.33,6900,,-28.8952713,Microlensing
OGLE-2014-BLG-0124L b,OGLE-2014-BLG-0124L,,3.26,,,180.79423,0.57,,,,,,0.79,3832.5,,-28.39625,Microlensing
OGLE-2014-BLG-0319L b,OGLE-2014-BLG-0319L,,3.49,,,181.16219,0.57,,,M,,,0.52,7730,,-33.9350444,Microlensing
OGLE-2014-BLG-0676L b,OGLE-2014-BLG-0676L,,3.83,,,1112.3695,3.5,,,,,,0.693333333,2520,,-30.54838915,Microlensing
OGLE-2014-BLG-1722L b,OGLE-2014-BLG-1722L,,1.5,,,55.15,0.1735,,,,,,0.395,6390,,-31.4690552,Microlensing
OGLE-2014-BLG-1722L c,OGLE-2014-BLG-1722L,,2.2,,,83.5,0.2625,,,,,,0.395,6390,,-31.4690552,Microlensing
OGLE-2014-BLG-1760L b,OGLE-2014-BLG-1760L,,1.75,,,180,0.56,,,,,,0.51,6860,,-28.9631577,Microlensing
OGLE-2015-BLG-0051L b,OGLE-2015-BLG-0051L,,0.73,,,230,0.72,,,,,,0.1,8200,,-28.0316944,Microlensing
OGLE-2015-BLG-0954L b,OGLE-2015-BLG-0954L,,1.4,,,1150,3.65,,,,,,0.315,900,,-28.6608889,Microlensing
OGLE-2015-BLG-0966L b,OGLE-2015-BLG-0966L,,2.4,,,21,0.066,,,,,,0.38,2900,,-29.0471111,Microlensing
OGLE-2015-BLG-1649L b,OGLE-2015-BLG-1649L,,2.07,,,807,2.54,,,,,,0.34,4230,,-32.6330278,Microlensing
OGLE-2015-BLG-1670L b,OGLE-2015-BLG-1670L,,2.62,,,17.9,0.0563,,,,,,0.55,6700,,-28.5519167,Microlensing
OGLE-2015-BLG-1771L b,OGLE-2015-BLG-1771L,,0.726666667,,,350.85,1.103833333,,,,,,0.075,6935,,-28.86275,Microlensing
OGLE-2016-BLG-0263L b,OGLE-2016-BLG-0263L,,5.4,,,1300,4.1,,,,,,0.13,6500,,-31.8186111,Microlensing
OGLE-2016-BLG-0613L AB b,OGLE-2016-BLG-0613L AB,,3.993333333,,,967.3333333,3.045,,,,,,0.711666667,3356.666667,,-28.1161671,Microlensing
OGLE-2016-BLG-1067L b,OGLE-2016-BLG-1067L,,1.696666667,,,140,0.43,,,,,,0.296666667,3730,,-27.0126389,Microlensing
OGLE-2016-BLG-1093L b,OGLE-2016-BLG-1093L,,2.0925,,,223.2744575,0.7025,,,,,,0.45,7975,,-32.7134722,Microlensing
OGLE-2016-BLG-1190L b,OGLE-2016-BLG-1190L,1165,2.105,,,4253,13.38,0.42,,,,,0.885,6755,,-27.6135559,Microlensing
OGLE-2016-BLG-1195L b,OGLE-2016-BLG-1195L,,1.341,,,2.164,0.0068,,,,,,0.138,4568,,-30.2072506,Microlensing
OGLE-2016-BLG-1227L b,OGLE-2016-BLG-1227L,,7.45,,,915,2.885,,,,,,0.39,,,-33.7597778,Microlensing
OGLE-2017-BLG-0173L b,OGLE-2017-BLG-0173L,,3.776,,,6.6,0.020766667,,,,,,0.386666667,4840,,-29.2713604,Microlensing
OGLE-2017-BLG-0373L b,OGLE-2017-BLG-0373L,,2.4995,,,93.55,0.295,,,,,,0.265,5862.5,,-31.9517231,Microlensing
OGLE-2017-BLG-0406L b,OGLE-2017-BLG-0406L,,3.5,,,130,0.41,,,,,,0.56,5200,,-29.8631389,Microlensing
OGLE-2017-BLG-0482L b,OGLE-2017-BLG-0482L,,1.8,,,9,0.028,,,,,,0.2,5800,,-30.5283604,Microlensing
OGLE-2017-BLG-0604L b,OGLE-2017-BLG-0604L,,4.06,,,160,0.51,,,,,,0.7,3950,,-30.9465556,Microlensing
OGLE-2017-BLG-0640L b,OGLE-2017-BLG-0640L,,1.14,,,514.88202,1.62,,,,,,0.32,6630,,-29.4615,Microlensing
OGLE-2017-BLG-1049L b,OGLE-2017-BLG-1049L,,3.92,,,1760,5.53,,,,,,0.55,5670,,-27.1442222,Microlensing
OGLE-2017-BLG-1099L b,OGLE-2017-BLG-1099L,,2.73,,,959.84179,3.02,,,,,,0.45,7250,,-29.5858611,Microlensing
OGLE-2017-BLG-1140L b,OGLE-2017-BLG-1140L,,1.02,,,510,1.605,,,,,,0.21,,,-24.5226669,Microlensing
OGLE-2017-BLG-1237L b,OGLE-2017-BLG-1237L,,2.53,,,1207.74795,3.8,,,,,,0.46,6030,,-28.3288306,Microlensing
OGLE-2017-BLG-1275L b,OGLE-2017-BLG-1275L,,1.72,,,1833.86991,5.77,,,,,,0.626,7698,,-29.4979694,Microlensing
OGLE-2017-BLG-1375L b,OGLE-2017-BLG-1375L,,3.86,,,3817.25,12.01,,,,,,0.82,3967.5,,-30.3114167,Microlensing
OGLE-2017-BLG-1434L b,OGLE-2017-BLG-1434L,,1.18,,,4.465,0.01397,,,,,,0.23,860,,-30.2457091,Microlensing
OGLE-2017-BLG-1522L b,OGLE-2017-BLG-1522L,,0.59,,,240,0.75,,,,,,0.04,7490,,-28.4619713,Microlensing
OGLE-2017-BLG-1691L b,OGLE-2017-BLG-1691L,,2.475,,,14.62011,0.046,,,,,,0.45,7290,,-29.2848306,Microlensing
OGLE-2017-BLG-1806L b,OGLE-2017-BLG-1806L,,2.061428571,,,4.484285714,0.014108571,,,,,,0.402857143,5361.428571,,-24.2722694,Microlensing
OGLE-2018-BLG-0298L b,OGLE-2018-BLG-0298L,,2.893333333,,,40.36421,0.127,,,,,,0.673333333,6606.666667,,-29.7091111,Microlensing
OGLE-2018-BLG-0383L b,OGLE-2018-BLG-0383L,,1.8,,,6.4,0.02014,,,,,,0.1,7700,,-28.7392778,Microlensing
OGLE-2018-BLG-0506L b,OGLE-2018-BLG-0506L,,3,,,16.3,0.05129,,,,,,0.63,5600,,-31.9240556,Microlensing
OGLE-2018-BLG-0516L b,OGLE-2018-BLG-0516L,,2.2,,,20.1,0.06324,,,,,,0.47,7000,,-31.2623889,Microlensing
OGLE-2018-BLG-0532L b,OGLE-2018-BLG-0532L,,1.0835,,,6.391,0.02011,,,,,,0.2,788.5,,-28.99775,Microlensing
OGLE-2018-BLG-0567L b,OGLE-2018-BLG-0567L,,2.72,,,101.70509,0.32,,,,,,0.25,7060,,-27.9871111,Microlensing
OGLE-2018-BLG-0596L b,OGLE-2018-BLG-0596L,,1.92,,,7.7775,0.02447,,,,,,0.2025,5840,,-29.1990833,Microlensing
OGLE-2018-BLG-0677L b,OGLE-2018-BLG-0677L,,0.675,,,3.96,0.0125,,,,,,0.12,7580,,-32.0165306,Microlensing
OGLE-2018-BLG-0740L b,OGLE-2018-BLG-0740L,4310,3.3,,,1000,3.216666667,0,,G V,5912,,0.766666667,4866.666667,4.5,-29.8358056,Microlensing
OGLE-2018-BLG-0799L b,OGLE-2018-BLG-0799L,,1.296666667,,,240.8433033,0.757777778,,,,,,0.274444444,5957.777778,,-25.4857222,Microlensing
OGLE-2018-BLG-0932L b,OGLE-2018-BLG-0932L,,1.75,,,282.86728,0.89,,,,,,0.72,6620,,-29.0218056,Microlensing
OGLE-2018-BLG-0962L b,OGLE-2018-BLG-0962L,,3.59,,,425.89007,1.34,,,,,,0.54,6500,,-32.30925,Microlensing
OGLE-2018-BLG-0977L b,OGLE-2018-BLG-0977L,,2,,,6.4,0.02014,,,,,,0.47,6500,,-30.6048056,Microlensing
OGLE-2018-BLG-1011L b,OGLE-2018-BLG-1011L,,1.3,,,570,1.8,,,,,,0.18,7100,,-29.0828889,Microlensing
OGLE-2018-BLG-1011L c,OGLE-2018-BLG-1011L,,0.8,,,890,2.8,,,,,,0.18,7100,,-29.0828889,Microlensing
OGLE-2018-BLG-1119L b,OGLE-2018-BLG-1119L,,3.766666667,,,283.92671,0.893333333,,,,,,0.48,5740,,-32.3752778,Microlensing
OGLE-2018-BLG-1126L b,OGLE-2018-BLG-1126L,,3.4,,,16.84490333,0.053,,,,,,0.69,5696.666667,,-31.7247194,Microlensing
OGLE-2018-BLG-1185L b,OGLE-2018-BLG-1185L,,1.34,,,5.25,0.01652,,,,,,0.23,6425,,-27.8350833,Microlensing
OGLE-2018-BLG-1212L b,OGLE-2018-BLG-1212L,,1.426,,,62.294368,0.196,,,,,,0.152,1708,,-28.1940833,Microlensing
OGLE-2018-BLG-1269L b,OGLE-2018-BLG-1269L,,4.623333333,,,223.3333333,0.7,,,,,,1.14,2570,,-27.6179444,Microlensing
OGLE-2018-BLG-1367L b,OGLE-2018-BLG-1367L,,2.42,,,306.1747,0.963333333,,,,,,0.28,5370,,-29.1683611,Microlensing
OGLE-2018-BLG-1428L b,OGLE-2018-BLG-1428L,,3.3,,,240,0.77,,,,,,0.43,6220,,-26.1378889,Microlensing
OGLE-2018-BLG-1647L b,OGLE-2018-BLG-1647L,,1.36,,,308.29355,0.97,,,,,,0.09,7880,,-31.817,Microlensing
OGLE-2018-BLG-1700L b,OGLE-2018-BLG-1700L,,2.8,,,1400,4.4,,,,,,0.42,7600,,-28.5286389,Microlensing
OGLE-2019-BLG-0249L b,OGLE-2019-BLG-0249L,,3.1594,,,2251.305738,7.0834,,,,,,0.888,6476,,-34.70175,Microlensing
OGLE-2019-BLG-0299L b,OGLE-2019-BLG-0299L,,2.8,,,1976.89269,6.22,,,,,,0.59,5830,,-23.5843111,Microlensing
OGLE-2019-BLG-0304L b,OGLE-2019-BLG-0304L,,1.23,,,162.09249,0.51,,,,,,0.27,6980,,-26.1459889,Microlensing
OGLE-2019-BLG-0362L b,OGLE-2019-BLG-0362L,,2.655,,,1048.833745,3.3,,,,,,0.435,5775,,-24.8103611,Microlensing
OGLE-2019-BLG-0468L b,OGLE-2019-BLG-0468L,,3.29,,,1055.190315,3.32,,,G,,,0.92,4400,,-24.4472778,Microlensing
OGLE-2019-BLG-0468L c,OGLE-2019-BLG-0468L,,4.045,,,3235.493185,10.18,,,G,,,0.92,4400,,-24.4472778,Microlensing
OGLE-2019-BLG-0679L b,OGLE-2019-BLG-0679L,,6.99,,,1061.54688,3.34,,,,,,0.66,5630,,-27.7728806,Microlensing
OGLE-2019-BLG-0954L b,OGLE-2019-BLG-0954L,,2.65,,,4513.16338,14.2,,,,,,0.8,3630,,-29.611,Microlensing
OGLE-2019-BLG-0960L b,OGLE-2019-BLG-0960L,,1.6675,,,2.075,0.0065275,,,,,,0.4575,830,,-25.7746667,Microlensing
OGLE-2019-BLG-1053L b,OGLE-2019-BLG-1053L,,3.4,,,2.48,0.007803333,,,,,,0.61,6766.666667,,-27.3415833,Microlensing
OGLE-2019-BLG-1180L b,OGLE-2019-BLG-1180L,,5.19,,,555.24623,1.747,,,,,,0.55,6070,,-27.9754444,Microlensing
OGLE-2019-BLG-1470L AB c,OGLE-2019-BLG-1470L A,,3.15,,,1048.833745,3.3,,,,,,0.5775,5675,,-27.0335556,Microlensing
OGLE-2019-BLG-1492L b,OGLE-2019-BLG-1492L,,2.7,,,37.1,0.11673,,,,,,0.68,5600,,-28.6311389,Microlensing
OGLE-TR-10 b,OGLE-TR-10,3.101312571,0.04342,14.564125,1.299375,222.4797714,0.7,0.273333333,1702,,5972.5,1.18,1.13375,1344.97,4.444,-29.8764758,Transit
OGLE-TR-111 b,OGLE-TR-111,4.01478232,0.046907143,11.403,1.0173,179.5730125,0.565,0.27,1026.5,K2 V,4985.25,0.855,0.82,1068.33,4.51,-61.4056976,Transit
OGLE-TR-113 b,OGLE-TR-113,1.432477664,0.022844286,12.24171429,1.092142857,401.3714857,1.262857143,0.05,1348.5,,4740.2,0.783333333,0.765555556,566.459,4.44375,-61.4468591,Transit
OGLE-TR-132 b,OGLE-TR-132,1.689834517,0.030372,13.83357143,1.234142857,434.0570571,1.365714286,0.6,2007,,6267.428571,1.361428571,1.305714286,2012.62,4.452,-61.9572476,Transit
OGLE-TR-182 b,OGLE-TR-182,3.9791,0.0517,15.20666667,1.356666667,332.6576333,1.046666667,0.135,1550,,5924,1.4,1.173333333,2501.75,4.14,-61.0952624,Transit
OGLE-TR-211 b,OGLE-TR-211,3.67724,0.051036667,14.512,1.294666667,260.6159667,0.82,0.29,1686,,6325,1.586666667,1.316666667,1515.26,4.17,-62.4555353,Transit
OGLE-TR-56 b,OGLE-TR-56,1.211911104,0.022998333,15.11233333,1.348222222,473.2099556,1.488888889,0.1675,2278,F8 V,6055.75,1.30125,1.18875,2164.25,4.208,-29.53922997,Transit
OGLE2-TR-L9 b,OGLE2-TR-L9,2.485533557,0.037223333,18.147,1.619,1402.669733,4.413333333,,2036.5,,6933,1.51,1.456666667,1627.63,4.24,-61.1462496,Transit
Oph 11 b,Oph 11,7300000,249.5,,,5614.98711,17.66666667,,2291.5,M9,2375,,0.035,,4.25,-24.0872219,Imaging
PDS 70 b,PDS 70,43500,21.2,22.53,2.01,1748.065,5.5,0.11,1202,K7,3972,1.26,0.76,113.064,,-41.3980405,Imaging
PDS 70 c,PDS 70,,34.25,22.866,2.04,1984.766925,6.244745,0.11,995,,3972,,,113.064,,-41.3980405,Imaging
PH1 b,PH1,138.317,0.652,6.18,0.551,169,0.531,0.0702,481,F,6407,1.73,1.53,1033.16,4.14,39.9550863,Transit
PH2 b,PH2,282.5254156,0.838866667,10.11488889,0.8626,12756.74249,40.137,0.104166667,293,,5806.538462,0.986923077,1.004166667,343.863,4.457272727,51.962683,Transit
POTS-1 b,POTS-1,3.1606296,0.03734,10.548,0.941,734.16,2.31,,,K5 V,4400,0.59,0.69,747.959,4.63,-66.5811639,Transit
PSR B0329+54 b,PSR B0329+54,10140,10.26,,,1.97,0.0062,0.236,,,,,1.44,,,54.5791636,Pulsar Timing
PSR B1257+12 b,PSR B1257+12,25.301,0.19,,,0.0175,5.50E-05,0,,,,,1.4,600,,12.6823534,Pulsar Timing
PSR B1257+12 c,PSR B1257+12,66.54696667,0.36,,,3.7,0.011643333,0.0196,,,,,1.4,600,,12.6823534,Pulsar Timing
PSR B1257+12 d,PSR B1257+12,98.2228,0.466666667,,,3.166666667,0.009963333,0.0232,,,,,1.4,600,,12.6823534,Pulsar Timing
PSR B1620-26 b,PSR B1620-26,,23,,,794.575,2.5,,,,,,1.35,,,-26.5315944,Pulsar Timing
PSR J1719-1438 b,PSR J1719-1438,0.09070629,0.0044,,,382.8,1.2,0.06,,,4500,,1.4,1200,,-14.6336,Pulsar Timing
PSR J2322-2650 b,PSR J2322-2650,0.322964,0.0102,,,252.64307,0.7949,0.0017,,,,,1.4,230,,-26.8495331,Pulsar Timing
PZ Tel b,PZ Tel,44000,27,,,8581.36699,27,0.52,,G9 IV,,,1.36,47.0648,,-50.1808952,Imaging
Pr0201 b,Pr0201,4.4264,0.06,,,171.6282,0.54,0,,,6174,1.16,1.235,180.64,4.41,20.2268164,Radial Velocity
Pr0211 b,Pr0211,2.1456,0.03176,,,591.79946,1.862,0.0055,,,5313,0.85,0.945,182.714,4.51,19.276957,Radial Velocity
Pr0211 c,Pr0211,4850,5.5,,,2475.8957,7.79,0.71,,,5300,0.83,0.94,182.714,4.51,19.276957,Radial Velocity
Proxima Cen b,Proxima Cen,11.185825,0.048353333,,,1.113333333,0.003506667,0.1125,225,M5.5 V,2975,0.143333333,0.12,1.30119,,-62.6761821,Radial Velocity
Qatar-1 b,Qatar-1,1.420025326,0.023307143,13.01057143,1.160714286,402.7411317,1.267166667,0.003,1398.333333,,4914.916667,0.800833333,0.836363636,185.615,4.554285714,65.1623313,Transit
Qatar-10 b,Qatar-10,1.6453233,0.0286,17.295,1.543,233.92288,0.736,0,1955,F7 V,6124,1.25,1.16,559.068,4.3,69.5708373,Transit
Qatar-2 b,Qatar-2,1.337107443,0.021502,12.81042857,1.143428571,795.642376,2.5034,0.0022,1307,,4603.666667,0.721818182,0.73,181.374,4.567142857,-6.8040714,Transit
Qatar-3 b,Qatar-3,2.507902848,0.03783,12.285,1.096,1369.8473,4.31,0,1681,G0 V,6073.796667,1.423333333,1.163333333,735.601,4.206666667,36.2129562,Transit
Qatar-4 b,Qatar-4,1.805364346,0.02803,12.722,1.135,1938.763,6.1,0,1385,K1 V,5183.75,0.8425,0.8875,329.036,4.5325,44.0275965,Transit
Qatar-5 b,Qatar-5,2.879287974,0.04127,12.408,1.107,1373.0256,4.32,0,1415,G2 V,5706,1.0875,1.095,367.658,4.4075,42.0613451,Transit
Qatar-6 b,Qatar-6,3.506195,0.0423,11.904,1.062,212.31044,0.668,0,1006,K2 V,5052,0.72,0.82,100.848,4.64,22.1526136,Transit
Qatar-7 b,Qatar-7,2.032046107,0.0352,19.055,1.7,597.5204,1.88,0,2053,F4 V,6387,1.56,1.41,705.981,4.2,37.0218242,Transit
Qatar-8 b,Qatar-8,3.714721325,0.0474,14.404,1.285,117.91493,0.371,0,1457,G0 V,5753,1.313333333,1.033333333,281.498,4.21,70.5270835,Transit
Qatar-9 b,Qatar-9,1.540760487,0.0234,11.31,1.009,378.2177,1.19,0,1134,K5 V,4309,0.7,0.72,213.771,4.61,60.9641194,Transit
ROXs 12 b,ROXs 12,,212,,,5085,16,0.83,,M0,3698.5,1.07,0.675,136.65,4.07,-25.446695,Imaging
ROXs 42 B b,ROXs 42 B,,149,,,3098.55,9.75,0.58,2087.5,M0,3433,1.34,1,143.59,,-24.545577,Imaging
RR Cae b,RR Cae,4343.5,5.3,,,1334.886,4.2,0,,M,,,0.44,21.1916,,-48.6542601,Eclipse Timing Variations
Ross 128 b,Ross 128,9.8658,0.0496,,,1.4,0.0044,0.116,301,M4,3192,0.2,0.17,3.37454,,0.7992898,Radial Velocity
Ross 458 c,Ross 458,,1100,14.011,1.25,1906.98,6,,,,,,,11.5094,,12.3755996,Imaging
Ross 508 b,Ross 508,10.77,0.05366,,,4,0.01259,0.33,,M4.5 V,3071,0.21,0.18,11.2103,5.04,17.4605347,Radial Velocity
SR 12 AB c,SR 12 AB,,,,,4131.62,13,,,,,,,,,-24.6946687,Imaging
SWEEPS-11 b,SWEEPS-11,1.796,0.03,12.666,1.13,3082.82,9.7,,,,,1.45,1.1,,,-29.1981944,Transit
SWEEPS-4 b,SWEEPS-4,4.2,0.055,9.079,0.81,1207.7,3.8,,,,,1.18,1.24,,,-29.1890556,Transit
TAP 26 b,TAP 26,10.79,0.0968,,,527.5978,1.66,,,,4620,1.17,1.04,121.402,4.5,17.3878826,Radial Velocity
TCP J05074264+2447555 b,TCP J05074264+2447555,,0.68,,,14.35,0.0451775,,,,,,0.395,423.5,,24.79886523,Microlensing
TIC 139270665 b,TIC 139270665,23.624,0.163,7.23,0.645,147.15455,0.463,0.105,703,G2,5844,1.02,1.03,189.875,4.44,33.2914532,Transit
TIC 139270665 c,TIC 139270665,1010,2,,,1554.18091,4.89,0.566,200,G2,5844,1.02,1.03,189.875,4.44,33.2914532,Radial Velocity
TIC 172900988 b,TIC 172900988 Aa,196.0881667,0.889623333,11.235,1.002333333,883.2666667,2.779068333,0.060083333,,F9,6050,1.38,1.24,250.956,4.25,31.5539793,Transit
TIC 237913194 b,TIC 237913194,15.168865,0.1207,12.52,1.117,617.22586,1.942,0.575,974,G3,5788,1.09,1.03,306.063,4.38,-60.7399096,Transit
TIC 257060897 b,TIC 257060897,3.6600305,0.051,16.701,1.49,212.94503,0.67,0.03,1762,,,1.82,1.32,505.703,,72.7103128,Transit
TIC 279401253 b,TIC 279401253,76.8,0.369,11.209,1,1951.46642,6.14,0.448,,,5951,1.06,1.13,285.584,4.44,-15.0262251,Transit
TIC 279401253 c,TIC 279401253,155.3,0.591,,,2548.98382,8.02,0.254,,,5951,1.06,1.13,285.584,4.44,-15.0262251,Transit
TOI-1052 b,TOI-1052,9.139703,0.09103,2.87,0.256,16.9,0.05317,0.18,1135,,6146,1.26,1.2,129.804,4.3,-75.6465606,Transit
TOI-1052 c,TOI-1052,35.806,0.2263,,,34.3,0.10792,0.237,719,,6146,1.26,1.2,129.804,4.3,-75.6465606,Radial Velocity
TOI-1062 b,TOI-1062,4.11296,0.052,2.265,0.202,10.15,0.03194,0.177,1077,G9 V,5328,0.84,0.94,82.1733,4.55,-78.0236828,Transit
TOI-1062 c,TOI-1062,7.972,0.08,,,9.78,0.03077,0.14,859,G9 V,5328,0.84,0.94,82.1733,4.55,-78.0236828,Radial Velocity
TOI-1064 b,TOI-1064,6.443868,0.06152,2.587,0.231,13.5,0.04248,0.047,784,,4734,0.73,0.75,68.0726,4.6,-47.5620305,Transit
TOI-1064 c,TOI-1064,12.226574,0.09429,2.651,0.237,2.5,0.00787,0.088,634,,4734,0.73,0.75,68.0726,4.6,-47.5620305,Transit
TOI-1075 b,TOI-1075,0.6047328,0.011695,1.7555,0.1565,9.95,0.03131,0,1329.5,K9 V/M0 V,3898,0.58,0.6,61.4592,4.69,-65.4496994,Transit
TOI-1107 b,TOI-1107,4.0782387,0.0561,14.572,1.3,1064.72516,3.35,0.025,1728,F6 V,6311,1.81,1.35,281.314,4.05,-82.2188693,Transit
TOI-1130 b,TOI-1130,4.072662667,0.044255,3.605,0.322,19.28,0.06066,0.1647,721,K7,4283.333333,0.69,0.69,58.2609,4.606666667,-41.4376399,Transit
TOI-1130 c,TOI-1130,8.3501538,0.071445,15.067,1.344,317.62821,0.99937,0.046566667,567.5,K7,4283.333333,0.69,0.69,58.2609,4.606666667,-41.4376399,Transit
TOI-1135 b,TOI-1135,8.02773,0.082,9.02,0.805,51.42,0.162,0,1199,G0,6122,1.16,1.12,114.048,4.56,85.1294952,Transit
TOI-1136 b,TOI-1136,4.17274,0.05106,1.9,0.17,3.5,0.01101,0.029,1216,,5770,0.97,1.02,84.5362,4.47,64.8552755,Transit
TOI-1136 c,TOI-1136,6.257325,0.0669,2.879,0.257,6.32,0.01988,0.1135,1062,,5770,0.97,1.02,84.5362,4.47,64.8552755,Transit
TOI-1136 d,TOI-1136,12.519635,0.1062,4.627,0.413,8.35,0.02627,0.029,843,,5770,0.97,1.02,84.5362,4.47,64.8552755,Transit
TOI-1136 e,TOI-1136,18.8001,,2.639,0.235,6.07,0.0191,0.04975,737,,5770,0.97,1.02,84.5362,4.47,64.8552755,Transit
TOI-1136 f,TOI-1136,26.3186,0.174,3.88,0.346,9.7,0.03052,0.0065,658,,5770,0.97,1.02,84.5362,4.47,64.8552755,Transit
TOI-1136 g,TOI-1136,39.54185,0.229,2.53,0.226,5.6,0.01762,0.038,574,,5770,0.97,1.02,84.5362,4.47,64.8552755,Transit
TOI-1181 b,TOI-1181,2.103195,,14.572,1.3,375.03752,1.18,,,F9 IV,5990,1.75,1.19,302.819,3.9,64.3543506,Transit
TOI-1194 b,TOI-1194,2.310644,0.03428,8.597,0.767,144.92975,0.456,0.076,1391,,5446,0.96,1.01,149.667,4.47,69.9647749,Transit
TOI-1199 b,TOI-1199,3.671463,0.04988,10.514,0.938,75.96099,0.239,0.03,1486,,5710,1.45,1.23,248.427,4.19,61.3525723,Transit
TOI-1201 b,TOI-1201,2.49197945,0.0287,2.415,0.215,6.28,0.01976,0,703,M2.0 V,3476,0.51,0.51,37.8871,4.8,-14.5372835,Transit
TOI-122 b,TOI-122,5.07802975,0.0392,2.72,0.243,,,0,471,M3 V,3403,0.33,0.31,62.118,4.88,-58.946085,Transit
TOI-1221 b,TOI-1221,91.68278,0.387,2.91,0.26,1112.39942,3.5,0.21,440,,5592,1.03,0.93,138.411,4.38,-65.5088568,Transit
TOI-1227 b,TOI-1227,27.36397,0.0886,9.572,0.854,,,,,M4.5V-M5V,3072,0.56,0.17,100.641,,-72.4518501,Transit
TOI-1231 b,TOI-1231,24.245586,0.1288,3.65,0.326,15.4,0.04845,0.087,330,M3 V,3553,0.48,0.48,27.6227,4.77,-52.4678724,Transit
TOI-1235 b,TOI-1235,3.4447225,0.038355,1.707333333,0.152333333,6.5,0.02045,0.0995,764.5,M0.5 V,3934.5,0.625,0.635,39.6345,4.645,69.2766204,Transit
TOI-1246 b,TOI-1246,4.30744,0.049,3.01,0.269,8.1,0.02549,,955,K V,5151,0.86,0.87,169.422,4.4,70.4299917,Transit
TOI-1246 c,TOI-1246,5.904144,0.061,2.51,0.224,8.8,0.02769,,860,K V,5151,0.86,0.87,169.422,4.4,70.4299917,Transit
TOI-1246 d,TOI-1246,18.6559,0.131,3.51,0.313,5.3,0.01668,,586,K V,5151,0.86,0.87,169.422,4.4,70.4299917,Transit
TOI-1246 e,TOI-1246,37.9216,0.211,3.78,0.337,14.8,0.04657,,462,K V,5151,0.86,0.87,169.422,4.4,70.4299917,Transit
TOI-125 b,TOI-125,4.653164333,0.05198,2.7405,0.2445,9.5,0.02989,0.190333333,1033,K0 V,5294.666667,0.85,0.866666667,111.059,4.52,-66.6763495,Transit
TOI-125 c,TOI-125,9.151935,0.0816,2.7745,0.2475,6.63,0.02086,0.065666667,824.5,K0 V,5294.666667,0.85,0.866666667,111.059,4.52,-66.6763495,Transit
TOI-125 d,TOI-125,19.98,0.137,2.93,0.261,13.6,0.04279,0.168,638,K0 V,5320,0.85,0.86,111.059,4.52,-66.6763495,Transit
TOI-1259 A b,TOI-1259 A,3.47797855,0.0407,11.456,1.022,140.16233,0.441,0,963,,4775,0.71,0.74,118.106,4.61,79.2564761,Transit
TOI-1260 b,TOI-1260,3.1274715,0.03665,2.375,0.212,8.58,0.026995,0,865.5,K6 V,4227,0.66,0.67,73.5977,4.57,65.8541986,Transit
TOI-1260 c,TOI-1260,7.493192,0.06565,2.79,0.249,12.5,0.03933,0,647,K6 V,4227,0.66,0.67,73.5977,4.57,65.8541986,Transit
TOI-1260 d,TOI-1260,16.608164,0.1116,3.12,0.278,11.84,0.03725,0,499,,4227,0.67,0.68,73.5977,4.57,65.8541986,Transit
TOI-1266 b,TOI-1266,10.89485433,0.073633333,2.482666667,0.221333333,11.21,0.035273333,0.103333333,416,M2 V,3597,0.426666667,0.44,36.0118,4.823333333,65.8336973,Transit
TOI-1266 c,TOI-1266,18.80158775,0.104733333,1.787666667,0.159333333,3.826666667,0.01204,0.126666667,348.3333333,M3,3597.75,0.425,0.4425,36.0118,4.83,65.8336973,Transit
